,date,1,2,3,4,5,6,7,8,9,10,11,12
83,2011-04-16,375,188,129,82,90,61,48,60,48,35,1,1
84,2011-04-17,375,188,129,82,90,61,48,60,48,35,1,1
85,2011-04-18,402,197,137,90,92,66,51,65,51,37,1,1
86,2011-04-19,405,198,139,90,92,66,51,65,51,37,1,1
87,2011-04-20,405,198,140,90,93,66,52,65,51,37,1,1
88,2011-04-21,406,199,141,90,93,67,52,65,51,37,1,1
89,2011-04-22,406,199,141,90,93,67,52,65,51,37,1,1
90,2011-04-23,406,199,141,90,93,67,52,65,51,37,1,1
91,2011-04-24,406,199,141,90,93,67,52,65,51,37,1,1
92,2011-04-25,435,218,148,94,98,71,57,67,56,37,1,1
93,2011-04-26,438,218,151,94,98,71,58,68,56,37,1,1
94,2011-04-27,442,218,151,94,99,71,58,68,56,37,1,1
95,2011-04-28,444,218,151,94,100,71,58,68,56,37,1,1
96,2011-04-29,444,218,151,94,100,71,58,68,56,37,1,1
97,2011-04-30,444,218,151,94,100,71,58,68,56,37,1,1
98,2011-05-01,444,218,151,94,100,71,58,68,56,37,1,1
99,2011-05-02,469,225,159,97,104,76,65,71,61,40,1,1
100,2011-05-03,472,227,160,97,107,76,66,72,61,40,1,1
101,2011-05-04,472,229,163,97,107,77,66,72,61,40,1,1
102,2011-05-05,475,229,163,97,107,77,66,72,61,40,1,1
103,2011-05-06,475,229,163,97,107,77,66,72,61,40,1,1
104,2011-05-07,475,229,163,97,107,77,66,72,61,40,1,1
105,2011-05-08,475,229,163,97,107,77,66,72,61,40,1,1
106,2011-05-09,508,237,174,101,109,80,69,73,63,43,1,1
107,2011-05-10,509,240,174,102,109,81,69,73,63,43,1,1
108,2011-05-11,514,242,175,102,109,83,69,73,63,43,1,1
109,2011-05-12,515,242,176,103,109,83,69,73,63,43,1,1
110,2011-05-13,515,242,176,103,109,83,69,73,63,43,1,1
111,2011-05-14,515,242,176,103,109,83,69,73,63,43,1,1
112,2011-05-15,515,242,176,103,109,83,69,73,63,43,1,1
113,2011-05-16,546,256,180,110,114,89,73,75,65,47,1,2
114,2011-05-17,547,257,180,110,114,90,73,76,66,47,1,2
115,2011-05-18,551,257,180,110,115,91,74,76,66,47,1,2
116,2011-05-19,552,257,180,110,115,91,74,76,66,47,1,2
117,2011-05-20,552,257,180,110,115,91,74,76,66,47,1,2
118,2011-05-21,552,257,180,110,115,91,74,76,66,47,1,2
119,2011-05-22,552,257,180,110,115,91,74,76,66,47,1,2
120,2011-05-23,584,273,190,121,122,96,77,81,71,50,1,2
121,2011-05-24,585,275,191,121,124,97,78,81,71,51,1,2
122,2011-05-25,585,276,192,122,124,97,78,81,71,51,1,2
123,2011-05-26,586,276,192,122,124,97,78,81,71,51,1,2
124,2011-05-27,586,276,192,122,124,97,78,81,71,51,1,2
125,2011-05-28,586,276,192,122,124,97,78,81,71,51,1,2
126,2011-05-29,586,276,192,122,124,97,78,81,71,51,1,2
127,2011-05-30,586,276,192,122,124,97,78,81,71,51,1,2
128,2011-05-31,617,290,202,130,129,100,85,84,73,54,1,2
129,2011-06-01,620,291,204,130,132,101,85,84,73,54,1,2
130,2011-06-02,620,292,204,130,132,101,85,84,73,54,1,2
131,2011-06-03,620,292,204,130,132,101,85,84,73,54,1,2
132,2011-06-04,620,292,204,130,132,101,85,84,73,54,1,2
133,2011-06-05,620,292,204,130,132,101,85,84,73,54,1,2
134,2011-06-06,648,310,219,137,140,103,89,88,78,55,1,3
135,2011-06-07,653,311,219,137,140,103,89,88,79,55,1,3
136,2011-06-08,657,312,219,137,142,103,89,88,79,55,1,3
137,2011-06-09,658,313,219,137,142,103,89,88,79,55,1,3
138,2011-06-10,658,313,219,137,142,103,89,88,79,55,1,3
139,2011-06-11,658,313,219,137,142,103,89,88,79,55,1,3
140,2011-06-12,658,313,219,137,142,103,89,88,79,55,1,3
141,2011-06-13,687,328,227,143,150,108,90,89,82,58,1,3
142,2011-06-14,689,330,227,143,151,108,91,89,82,59,1,3
143,2011-06-15,690,332,229,145,151,109,91,89,82,59,1,3
144,2011-06-16,690,333,229,145,151,109,92,89,82,59,1,3
145,2011-06-17,690,333,229,145,151,109,92,89,82,59,1,3
146,2011-06-18,690,333,229,145,151,109,92,89,82,59,1,3
147,2011-06-19,690,333,229,145,151,109,92,89,82,59,1,3
148,2011-06-20,719,344,237,156,154,114,98,93,83,63,1,4
149,2011-06-21,723,348,238,156,154,114,98,93,83,63,1,4
150,2011-06-22,724,349,238,156,154,115,99,93,83,63,1,4
151,2011-06-23,726,349,238,156,154,115,100,93,83,63,1,4
152,2011-06-24,726,349,238,156,154,115,100,93,83,63,1,4
153,2011-06-25,726,349,238,156,154,115,100,93,83,63,1,4
154,2011-06-26,726,349,238,156,154,115,100,93,83,63,1,4
155,2011-06-27,748,358,242,161,166,122,103,96,86,66,1,4
156,2011-06-28,753,360,245,163,169,123,103,96,86,66,1,4
157,2011-06-29,754,361,245,163,170,123,104,96,86,66,1,4
158,2011-06-30,756,362,245,163,170,123,104,96,87,66,1,4
159,2011-07-01,756,362,245,163,170,123,104,96,87,66,1,4
160,2011-07-02,756,362,245,163,170,123,104,96,87,66,1,4
161,2011-07-03,756,362,245,163,170,123,104,96,87,66,1,4
162,2011-07-04,756,362,245,163,170,123,104,96,87,66,1,4
163,2011-07-05,780,370,249,171,174,125,112,100,91,69,1,4
164,2011-07-06,781,370,249,172,174,126,112,100,91,69,1,4
165,2011-07-07,782,370,250,172,174,126,112,100,93,69,1,4
166,2011-07-08,782,370,250,172,174,126,112,100,93,69,1,4
167,2011-07-09,782,370,250,172,174,126,112,100,93,69,1,4
168,2011-07-10,782,370,250,172,174,126,112,100,93,69,1,4
169,2011-07-11,807,390,263,180,176,128,113,105,95,74,1,4
170,2011-07-12,809,392,264,182,176,128,114,105,95,74,1,4
171,2011-07-13,811,392,264,182,176,128,116,105,95,74,1,4
172,2011-07-14,812,392,264,182,176,128,117,105,95,74,1,4
173,2011-07-15,812,392,264,182,176,128,118,105,95,74,1,4
174,2011-07-16,812,392,264,182,176,128,118,105,95,74,1,4
175,2011-07-17,812,392,264,182,176,128,118,105,95,74,1,4
176,2011-07-18,843,405,272,189,182,130,121,109,99,80,1,4
177,2011-07-19,847,406,272,189,182,131,121,109,99,80,1,4
178,2011-07-20,849,407,272,189,183,132,121,109,100,80,1,4
179,2011-07-21,851,407,273,189,183,132,121,109,100,80,1,4
180,2011-07-22,851,407,273,189,183,132,121,109,100,80,1,4
181,2011-07-23,851,407,273,189,183,132,121,109,100,80,1,4
182,2011-07-24,851,407,273,189,183,132,121,109,100,80,1,4
183,2011-07-25,872,419,278,191,192,136,125,112,101,81,1,4
184,2011-07-26,877,422,278,193,192,136,126,112,101,82,1,4
185,2011-07-27,877,422,278,193,194,137,126,112,101,82,1,4
186,2011-07-28,877,422,278,193,195,137,126,112,101,82,1,4
187,2011-07-29,877,422,278,193,195,137,126,112,101,82,1,4
188,2011-07-30,877,422,278,193,195,137,126,112,101,82,1,4
189,2011-07-31,877,422,278,193,195,137,126,112,101,82,1,4
190,2011-08-01,914,429,284,202,202,140,129,114,106,85,1,4
191,2011-08-02,917,430,286,204,204,140,129,115,106,85,1,4
192,2011-08-03,919,431,286,204,206,140,130,115,106,85,1,4
193,2011-08-04,920,431,287,204,206,140,130,115,106,86,1,4
194,2011-08-05,920,431,287,204,206,140,130,115,106,86,1,4
195,2011-08-06,920,431,287,204,206,140,130,115,106,86,1,4
196,2011-08-07,920,431,287,204,206,140,130,115,106,86,1,4
197,2011-08-08,951,446,295,214,215,144,131,117,109,88,1,4
198,2011-08-09,955,448,296,214,215,144,131,117,112,88,1,4
199,2011-08-10,957,448,296,214,215,144,131,117,112,89,1,4
200,2011-08-11,958,448,296,214,215,144,131,117,112,89,1,4
201,2011-08-12,958,448,296,214,215,144,131,117,112,89,1,4
202,2011-08-13,958,448,296,214,215,144,131,117,112,89,1,4
203,2011-08-14,958,448,296,214,215,144,131,117,112,89,1,4
204,2011-08-15,992,463,305,217,220,149,134,120,115,92,1,4
205,2011-08-16,992,464,307,217,221,151,134,120,115,93,1,4
206,2011-08-17,995,465,309,217,222,151,135,121,115,93,1,4
207,2011-08-18,995,465,309,217,222,152,135,121,115,93,1,4
208,2011-08-19,995,465,309,217,222,152,135,121,115,93,1,4
209,2011-08-20,995,465,309,217,222,152,135,121,115,93,1,4
210,2011-08-21,995,465,309,217,222,152,135,121,115,93,1,4
211,2011-08-22,1023,477,318,223,228,155,142,125,118,97,1,4
212,2011-08-23,1027,477,320,224,228,156,143,127,118,97,1,4
213,2011-08-24,1030,478,320,225,228,156,143,128,118,97,1,4
214,2011-08-25,1030,478,320,226,229,156,143,128,118,97,1,4
215,2011-08-26,1030,478,320,226,229,156,143,128,118,97,1,4
216,2011-08-27,1030,478,320,226,229,156,143,128,118,97,1,4
217,2011-08-28,1030,478,320,226,229,156,143,128,118,97,1,4
218,2011-08-29,1064,499,335,234,236,160,148,131,122,100,1,4
219,2011-08-30,1066,499,336,236,236,160,148,131,122,100,1,4
220,2011-08-31,1067,499,336,236,236,160,148,131,122,100,1,4
221,2011-09-01,1067,499,336,237,236,160,148,131,122,100,1,4
222,2011-09-02,1067,499,336,237,236,160,148,131,122,100,1,4
223,2011-09-03,1067,499,336,237,236,160,148,131,122,100,1,4
224,2011-09-04,1067,499,336,237,236,160,148,131,122,100,1,4
225,2011-09-05,1067,499,336,237,236,160,148,131,122,100,1,4
226,2011-09-06,1097,510,346,247,241,166,154,135,129,104,1,4
227,2011-09-07,1097,510,347,248,241,166,154,136,129,104,1,4
228,2011-09-08,1098,511,348,249,241,166,154,136,129,104,1,4
229,2011-09-09,1098,511,348,249,241,166,154,136,129,104,1,4
230,2011-09-10,1098,511,348,249,241,166,154,136,129,104,1,4
231,2011-09-11,1098,511,348,249,241,166,154,136,129,104,1,4
232,2011-09-12,1125,526,355,255,246,173,159,142,131,106,1,4
233,2011-09-13,1128,528,355,257,248,173,160,142,132,106,1,4
234,2011-09-14,1129,529,355,258,248,173,160,143,132,107,1,4
235,2011-09-15,1131,530,355,258,248,173,160,143,132,107,1,4
236,2011-09-16,1131,530,355,258,248,173,160,143,132,107,1,4
237,2011-09-17,1131,530,355,258,248,173,160,143,132,107,1,4
238,2011-09-18,1131,530,355,258,248,173,160,143,132,107,1,4
239,2011-09-19,1164,547,362,263,260,177,164,148,134,109,1,4
240,2011-09-20,1165,547,362,263,260,177,164,149,135,109,1,4
241,2011-09-21,1167,547,362,263,260,179,164,149,135,110,1,4
242,2011-09-22,1167,548,362,263,260,180,164,149,135,110,1,4
243,2011-09-23,1167,548,362,263,260,180,164,149,135,110,1,4
244,2011-09-24,1167,548,362,263,260,180,164,149,135,110,1,4
245,2011-09-25,1167,548,362,263,260,180,164,149,135,110,1,4
246,2011-09-26,1192,566,373,271,265,183,166,149,136,113,1,4
247,2011-09-27,1196,567,375,272,266,185,166,149,136,113,1,4
248,2011-09-28,1197,568,375,274,266,185,167,149,136,114,1,4
249,2011-09-29,1198,568,376,274,266,186,167,149,136,114,1,4
250,2011-09-30,1198,568,376,274,266,186,167,149,136,114,1,4
251,2011-10-01,1198,568,376,274,266,186,167,149,136,114,1,4
252,2011-10-02,1198,568,376,274,266,186,167,149,136,114,1,4
253,2011-10-03,1226,581,384,283,272,192,169,153,141,117,1,4
254,2011-10-04,1229,584,387,283,272,193,169,154,141,117,1,4
255,2011-10-05,1230,585,388,283,272,194,169,154,141,117,1,4
256,2011-10-06,1230,585,389,283,272,194,169,154,141,117,1,4
257,2011-10-07,1230,585,389,283,272,194,169,154,141,117,1,4
258,2011-10-08,1230,585,389,283,272,194,169,154,141,117,1,4
259,2011-10-09,1230,585,389,283,272,194,169,154,141,117,1,4
260,2011-10-10,1266,597,398,298,278,199,177,156,143,120,1,4
261,2011-10-11,1268,598,398,301,279,199,178,156,144,120,1,4
262,2011-10-12,1269,599,398,303,279,200,178,156,144,120,1,4
263,2011-10-13,1270,600,398,305,279,200,178,156,144,120,1,5
264,2011-10-14,1270,600,398,305,279,199,178,156,144,120,1,5
265,2011-10-15,1270,600,398,305,279,199,178,156,144,119,1,5
266,2011-10-16,1270,600,398,305,279,199,178,156,144,119,1,5
267,2011-10-17,1299,615,407,311,286,205,184,163,146,123,1,5
268,2011-10-18,1304,619,408,311,286,206,185,166,147,124,1,5
269,2011-10-19,1306,621,408,311,286,206,186,166,147,124,1,5
270,2011-10-20,1306,622,408,312,286,206,186,166,147,124,1,5
271,2011-10-21,1306,622,408,312,286,206,186,166,147,124,1,5
272,2011-10-22,1305,622,408,312,286,206,186,166,147,124,1,5
273,2011-10-23,1305,622,408,312,286,206,186,166,147,124,1,5
274,2011-10-24,1326,640,423,317,289,212,189,171,152,126,1,5
275,2011-10-25,1329,640,424,317,291,213,189,171,152,126,1,5
276,2011-10-26,1331,643,425,317,291,213,189,171,153,126,1,5
277,2011-10-27,1331,644,425,317,291,213,189,171,153,126,1,5
278,2011-10-28,1331,644,425,317,291,213,189,171,153,126,1,5
279,2011-10-29,1331,644,425,316,291,213,189,171,153,126,1,5
280,2011-10-30,1331,644,425,316,291,213,189,171,153,126,1,5
281,2011-10-31,1353,656,434,326,297,224,194,177,157,131,2,5
282,2011-11-01,1358,656,434,326,297,224,194,177,157,131,2,5
283,2011-11-02,1362,656,434,326,297,224,194,177,157,131,2,5
284,2011-11-03,1363,657,434,326,297,224,194,177,157,131,2,5
285,2011-11-04,1363,657,434,326,297,224,194,177,157,131,2,5
286,2011-11-05,1363,657,434,326,297,224,194,177,157,131,2,5
287,2011-11-06,1363,657,434,326,297,224,194,177,157,131,2,5
288,2011-11-07,1397,670,444,334,299,227,195,179,158,131,2,5
289,2011-11-08,1398,670,445,334,299,227,198,179,160,131,2,5
290,2011-11-09,1399,671,448,334,299,228,198,179,160,131,2,5
291,2011-11-10,1401,672,451,334,299,228,198,179,160,131,2,5
292,2011-11-11,1401,672,451,334,299,228,198,179,160,131,2,5
293,2011-11-12,1400,672,451,334,299,228,198,179,160,131,2,5
294,2011-11-13,1400,672,451,334,299,228,198,179,160,131,2,5
295,2011-11-14,1426,682,457,343,306,232,199,185,164,134,2,5
296,2011-11-15,1429,683,458,343,308,232,199,185,164,135,2,5
297,2011-11-16,1430,684,458,343,308,232,199,185,165,135,2,5
298,2011-11-17,1431,686,458,343,309,232,199,185,165,135,2,5
299,2011-11-18,1431,686,458,343,309,232,199,185,165,135,2,5
300,2011-11-19,1431,686,458,343,309,232,199,185,165,135,2,5
301,2011-11-20,1431,686,458,343,309,232,199,185,165,135,2,5
302,2011-11-21,1449,710,472,347,314,236,203,187,167,139,2,5
303,2011-11-22,1450,712,474,349,314,236,204,187,168,140,2,5
304,2011-11-23,1451,712,475,349,314,238,205,187,169,140,2,5
305,2011-11-24,1451,712,475,349,314,238,205,187,169,140,2,5
306,2011-11-25,1451,713,475,349,315,239,205,187,169,140,2,5
307,2011-11-26,1450,712,475,349,315,239,205,187,169,140,2,5
308,2011-11-27,1450,712,475,349,315,239,205,187,169,140,2,5
309,2011-11-28,1494,731,484,356,319,243,210,191,170,142,2,5
310,2011-11-29,1495,735,484,358,320,243,210,192,170,143,2,5
311,2011-11-30,1496,735,485,358,320,243,211,192,170,144,2,5
312,2011-12-01,1497,736,485,358,320,243,212,192,170,144,2,5
313,2011-12-02,1497,736,485,358,320,243,212,192,170,144,2,5
314,2011-12-03,1497,736,485,358,320,242,212,191,170,144,2,5
315,2011-12-04,1497,736,485,358,320,242,212,191,170,144,2,5
316,2011-12-05,1517,752,496,363,325,247,214,191,171,148,2,5
317,2011-12-06,1521,753,497,363,326,248,215,191,171,148,2,5
318,2011-12-07,1522,755,497,365,326,248,215,191,171,148,2,5
319,2011-12-08,1523,755,500,365,326,248,215,191,171,148,2,5
320,2011-12-09,1523,755,500,365,326,248,215,191,171,148,2,5
321,2011-12-10,1522,755,500,364,326,248,215,190,171,148,2,5
322,2011-12-11,1522,755,500,364,326,248,215,190,171,148,2,5
323,2011-12-12,1542,766,508,371,330,251,222,197,172,148,2,5
324,2011-12-13,1543,768,509,371,330,251,222,197,172,149,2,5
325,2011-12-14,1546,768,509,371,330,253,222,197,172,149,2,5
326,2011-12-15,1547,768,509,371,330,253,222,197,172,149,2,5
327,2011-12-16,1547,768,509,371,330,253,222,197,172,149,2,5
328,2011-12-17,1546,766,509,368,329,253,222,196,172,149,2,5
329,2011-12-18,1546,766,509,368,329,253,222,196,172,149,2,5
330,2011-12-19,1572,776,519,375,334,257,225,200,175,152,2,5
331,2011-12-20,1574,776,521,376,336,257,225,200,175,153,2,5
332,2011-12-21,1575,776,521,376,339,257,225,200,175,153,2,5
333,2011-12-22,1576,776,521,376,340,257,225,200,175,153,2,5
334,2011-12-23,1576,776,521,376,340,257,225,200,175,153,2,5
335,2011-12-24,1574,776,520,376,340,256,224,198,175,152,2,5
336,2011-12-25,1574,776,520,376,340,256,224,198,175,152,2,5
337,2011-12-26,1574,776,520,376,340,256,224,198,175,152,2,5
338,2011-12-27,1595,793,530,388,348,263,228,201,178,157,3,5
339,2011-12-28,1596,793,530,388,348,263,228,202,179,157,3,5
340,2011-12-29,1597,794,530,388,348,263,228,202,179,158,3,5
341,2011-12-30,1597,794,530,388,348,263,228,202,179,158,3,5
342,2011-12-31,1593,793,529,387,348,263,228,202,179,158,3,5
343,2012-01-01,1593,793,529,387,348,263,228,202,179,158,3,5
344,2012-01-02,1593,793,529,387,348,263,228,202,179,158,3,5
345,2012-01-03,1633,809,540,394,353,266,232,207,187,164,3,5
346,2012-01-04,1634,808,540,395,352,266,232,208,187,164,3,5
347,2012-01-05,1635,808,540,395,352,266,232,208,187,165,3,5
348,2012-01-06,1634,808,540,395,352,266,232,208,187,165,3,5
349,2012-01-07,1629,804,540,393,349,266,231,207,187,165,3,5
350,2012-01-08,1629,804,540,393,349,266,231,207,187,165,3,5
351,2012-01-09,1655,815,549,401,355,269,239,208,192,169,3,5
352,2012-01-10,1655,816,551,404,356,269,239,209,192,169,3,5
353,2012-01-11,1657,816,551,405,356,269,241,209,192,169,3,5
354,2012-01-12,1659,816,552,405,357,269,241,209,192,169,3,5
355,2012-01-13,1659,816,552,405,357,269,241,209,192,169,3,5
356,2012-01-14,1654,811,550,403,357,269,240,208,191,169,3,5
357,2012-01-15,1654,811,550,403,357,269,240,208,191,169,3,5
358,2012-01-16,1654,811,550,403,357,269,240,208,191,169,3,5
359,2012-01-17,1686,829,563,412,362,272,246,214,194,173,3,5
360,2012-01-18,1687,829,563,413,362,272,246,213,195,174,3,5
361,2012-01-19,1690,828,563,415,362,272,247,213,195,174,3,5
362,2012-01-20,1688,828,563,415,362,272,247,213,195,174,3,5
363,2012-01-21,1681,826,562,414,362,271,245,213,195,174,3,5
364,2012-01-22,1681,826,562,414,362,271,245,213,195,174,3,5
365,2012-01-23,1706,846,572,426,369,275,249,216,198,175,3,5
366,2012-01-24,1709,850,572,426,369,275,249,217,200,175,3,5
367,2012-01-25,1712,850,572,427,370,275,250,217,199,175,3,5
368,2012-01-26,1714,850,572,427,370,276,250,217,199,175,3,5
369,2012-01-27,1714,850,572,427,370,276,250,217,199,175,3,5
370,2012-01-28,1708,847,566,427,369,275,248,217,198,175,3,5
371,2012-01-29,1708,847,566,427,369,275,248,217,198,175,3,5
372,2012-01-30,1739,867,578,431,376,278,252,219,200,176,3,5
373,2012-01-31,1744,869,579,432,376,277,252,218,200,176,3,5
374,2012-02-01,1744,869,580,433,376,278,252,218,200,176,3,5
375,2012-02-02,1745,869,580,433,376,278,253,218,200,176,3,5
376,2012-02-03,1745,868,580,433,376,278,253,218,200,176,3,5
377,2012-02-04,1739,868,578,432,373,277,252,218,198,176,3,5
378,2012-02-05,1739,868,578,432,373,277,252,218,198,176,3,5
379,2012-02-06,1763,887,585,438,378,277,254,221,198,179,3,5
380,2012-02-07,1768,887,586,439,379,277,254,221,198,179,3,5
381,2012-02-08,1768,886,587,439,379,277,254,221,198,180,3,5
382,2012-02-09,1769,886,587,440,380,277,254,221,198,180,3,5
383,2012-02-10,1769,886,587,440,380,277,254,221,198,180,3,5
384,2012-02-11,1762,879,583,438,380,276,254,221,197,179,3,5
385,2012-02-12,1762,879,583,438,380,276,254,221,197,179,3,5
386,2012-02-13,1792,893,593,446,385,285,255,226,201,181,3,5
387,2012-02-14,1795,894,594,447,385,286,255,226,201,182,3,5
388,2012-02-15,1799,894,596,448,385,287,255,226,202,182,3,5
389,2012-02-16,1799,895,596,448,386,287,256,226,202,182,3,5
390,2012-02-17,1799,895,596,448,386,287,256,226,202,182,3,5
391,2012-02-18,1793,894,593,447,383,287,256,226,201,182,3,5
392,2012-02-19,1793,894,593,447,383,287,256,226,201,182,3,5
393,2012-02-20,1793,894,593,447,383,287,256,226,201,182,3,5
394,2012-02-21,1826,910,603,451,392,292,260,228,204,184,3,5
395,2012-02-22,1829,911,604,452,396,292,260,229,204,184,3,5
396,2012-02-23,1830,911,605,453,396,292,260,230,204,184,3,5
397,2012-02-24,1830,911,605,453,396,292,260,230,204,184,3,5
398,2012-02-25,1823,908,602,451,393,289,260,227,204,184,3,4
399,2012-02-26,1823,908,602,451,393,289,260,227,204,184,3,4
400,2012-02-27,1844,922,615,461,400,296,262,231,208,186,3,4
401,2012-02-28,1847,925,616,461,400,296,263,233,208,186,3,4
402,2012-02-29,1849,926,617,461,401,296,263,233,208,186,3,4
403,2012-03-01,1849,926,618,461,402,296,263,233,208,187,3,4
404,2012-03-02,1849,926,618,461,402,296,263,233,208,187,3,4
405,2012-03-03,1842,926,611,460,399,294,260,229,208,186,3,4
406,2012-03-04,1842,926,611,460,399,294,260,229,208,186,3,4
407,2012-03-05,1864,935,619,473,406,296,265,230,210,191,3,4
408,2012-03-06,1866,936,620,473,406,296,266,231,211,191,3,4
409,2012-03-07,1867,937,620,474,407,296,266,230,211,191,3,4
410,2012-03-08,1866,937,620,476,407,296,267,230,211,191,3,4
411,2012-03-09,1865,937,618,476,407,296,267,230,211,191,3,4
412,2012-03-10,1852,933,616,474,405,292,267,229,209,189,3,4
413,2012-03-11,1852,933,616,474,405,292,267,229,209,189,3,4
414,2012-03-12,1878,946,623,477,414,297,270,234,213,194,3,5
415,2012-03-13,1879,946,625,477,415,297,270,234,213,194,3,5
